2018-05-28 09:48:13, 3.66, 0.00, 0.00, 0.00,0, 0.00,    0,28.70,24.14, 0.00, 0.79,0.000,0.000
2018-05-28 09:49:27, 1.82, 0.00, 0.00, 0.00,0, 0.00,    0,28.70,24.39, 0.00, 0.79,0.000,0.000
2018-05-28 09:50:21, 0.91, 0.00, 0.00, 0.00,0, 0.00,    0,28.70,24.39, 0.00, 0.79,0.000,0.000
2018-05-28 09:50:48, 0.45, 0.00, 0.00, 0.00,0, 0.00,    0,28.70,24.39, 0.00, 0.79,0.000,0.000
2018-05-30 10:05:51,43.69,86.67,86.16,86.67,0, 0.00,    0,28.50,20.82, 0.00, 1.01,0.000,0.000
2018-05-30 10:06:17,52.27,60.83,60.54,60.93,1, 0.00,    0,28.50,20.82, 0.00, 1.01,0.000,0.000
2018-05-30 10:06:39,56.56,60.93,60.64,60.83,0, 0.00,    0,28.60,20.70, 0.36, 1.43,0.000,0.000
2018-05-30 11:03:48,58.67,60.83,60.54,60.93,0, 0.00,    0,28.30,21.58, 0.00, 0.82,0.000,0.000
2018-05-30 11:03:56,59.74,60.83,60.64,60.93,0, 0.00,    0,28.30,21.58, 0.00, 0.82,0.000,0.000
2018-05-30 11:04:09,60.27,60.83,60.64,60.93,0, 0.00,    0,28.30,21.58, 0.00, 0.82,0.000,0.000
2018-05-30 11:05:45,60.52,60.83,60.54,60.93,0, 0.00,    0,28.30,21.58, 0.00, 0.82,0.000,0.000
2018-05-31 10:02:37,73.53,86.16,86.03,87.06,0, 0.00,    0,28.20,19.35, 0.00, 1.03,0.000,0.000
2018-05-31 10:05:28,67.10,60.54,60.45,61.22,0, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:06:11,63.90,60.54,60.45,61.22,0, 0.00,    0,28.20,19.09, 0.00, 0.86,0.000,0.000
2018-05-31 10:06:47,62.30,60.54,60.45,61.13,0, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:07:15,61.51,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:07:27,61.12,60.54,60.45,61.22,0, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:12:16,60.94,60.54,60.54,61.22,0, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:12:54,60.84,60.54,60.45,61.22,0, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:13:10,60.79,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:13:33,60.76,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.00, 0.85,0.000,0.000
2018-05-31 10:13:38,60.75,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.63, 1.84,0.000,0.000
2018-05-31 10:13:44,60.73,60.45,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.63, 1.84,0.000,0.000
2018-05-31 10:14:05,60.70,60.45,60.35,61.22,0, 0.00,    0,28.20,19.35, 0.63, 1.84,0.000,0.000
2018-05-31 10:14:15,60.72,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.63, 1.84,0.000,0.000
2018-05-31 10:14:19,60.73,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.63, 1.84,0.000,0.000
2018-05-31 10:14:27,60.72,60.54,60.35,61.22,1, 0.00,    0,28.20,19.35, 0.63, 1.84,0.000,0.000
2018-05-31 10:14:40,60.75,60.64,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.20, 1.19,0.000,0.000
2018-05-31 10:14:58,60.74,60.54,60.45,61.22,1, 0.00,    0,28.20,19.35, 0.20, 1.19,0.000,0.000
2018-05-31 10:15:06,60.74,60.54,60.45,61.22,0, 0.00,    0,28.20,19.35, 0.20, 1.19,0.000,0.000
2018-05-31 10:15:58,60.74,60.54,60.45,61.22,0, 0.00,    0,28.20,19.62, 0.08, 0.99,0.000,0.000
2018-05-31 10:16:35,60.74,60.54,60.45,61.22,1, 0.00,    0,28.20,19.62, 0.08, 0.99,0.000,0.000
2018-05-31 10:16:51,60.74,60.54,60.45,61.22,0, 0.00,    0,28.20,19.62, 0.00, 0.85,0.000,0.000
2018-05-31 10:36:54,60.76,60.64,60.45,61.22,0, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:37:07,60.75,60.54,60.45,61.22,1, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:37:13,60.76,60.54,60.45,61.32,1, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:37:19,60.75,60.54,60.45,61.22,1, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:37:29,60.74,60.54,60.45,61.22,0, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:37:46,30.22, 0.00, 0.00, 0.00,0, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:37:58,15.03, 0.00, 0.00, 0.00,1, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:38:10, 7.48, 0.00, 0.00, 0.00,1, 0.00,    0,28.30,19.76, 0.00, 0.85,0.000,0.000
2018-05-31 10:38:46,33.30,56.67,60.25,59.67,1, 0.00,    0,28.30,20.02, 0.00, 0.84,0.000,0.000
2018-05-31 10:38:52,46.16,56.77,60.16,59.77,0, 0.00,    0,28.30,20.02, 0.00, 0.84,0.000,0.000
2018-05-31 10:39:06,52.54,56.77,60.16,59.67,0, 0.00,    0,28.30,20.02, 0.00, 0.84,0.000,0.000
2018-05-31 10:39:16,55.72,56.77,60.16,59.67,1, 0.00,    0,28.30,20.02, 0.00, 0.84,0.000,0.000
2018-05-31 10:39:22,57.32,56.87,60.16,59.67,1, 0.00,    0,28.30,20.02, 0.00, 0.84,0.000,0.000
2018-05-31 10:39:34,58.11,56.87,60.16,59.67,0, 0.00,    0,28.30,20.02, 0.00, 0.84,0.000,0.000
